date,value
2017-10-01,0.0
2017-10-02,18.0
2017-10-03,18.0
2017-10-04,18.0
2017-10-05,0.0
2017-10-06,37.0
2017-10-07,0.0
2017-10-08,21.0
2017-10-09,0.0
2017-10-10,35.0
2017-10-11,0.0
2017-10-12,0.0
2017-10-13,0.0
2017-10-14,0.0
2017-10-15,0.0
2017-10-16,18.0
2017-10-17,18.0
2017-10-18,18.0
2017-10-19,36.0
2017-10-20,0.0
2017-10-21,0.0
2017-10-22,0.0
2017-10-23,0.0
2017-10-24,35.0
2017-10-25,0.0
2017-10-26,0.0
2017-10-27,0.0
2017-10-28,0.0
2017-10-29,0.0
2017-10-30,0.0
2017-10-31,36.0
2017-11-01,0.0
2017-11-02,18.0
2017-11-03,0.0
2017-11-04,0.0
2017-11-05,20.0
2017-11-06,34.0
2017-11-07,17.0
2017-11-08,34.0
2017-11-09,69.0
2017-11-10,18.0
2017-11-11,20.0
2017-11-12,19.0
2017-11-13,51.0
2017-11-14,17.0
2017-11-15,17.0
2017-11-16,0.0
2017-11-17,18.0
2017-11-18,0.0
2017-11-19,0.0
2017-11-20,17.0
2017-11-21,0.0
2017-11-22,52.0
2017-11-23,18.0
2017-11-24,0.0
2017-11-25,0.0
2017-11-26,0.0
2017-11-27,0.0
2017-11-28,17.0
2017-11-29,17.0
2017-11-30,0.0
2017-12-01,18.0
2017-12-02,0.0
2017-12-03,0.0
2017-12-04,17.0
2017-12-05,0.0
2017-12-06,17.0
2017-12-07,18.0
2017-12-08,36.0
2017-12-09,20.0
2017-12-10,20.0
2017-12-11,17.0
2017-12-12,0.0
2017-12-13,0.0
2017-12-14,35.0
2017-12-15,0.0
2017-12-16,0.0
2017-12-17,0.0
2017-12-18,0.0
2017-12-19,0.0
2017-12-20,0.0
2017-12-21,18.0
2017-12-22,0.0
2017-12-23,0.0
2017-12-24,0.0
2017-12-25,0.0
2017-12-26,19.0
2017-12-27,0.0
2017-12-28,0.0
2017-12-29,0.0
2017-12-30,0.0
2017-12-31,0.0
2018-01-01,0.0
2018-01-02,18.0
2018-01-03,35.0
2018-01-04,0.0
2018-01-05,0.0
2018-01-06,0.0
2018-01-07,0.0
2018-01-08,17.0
2018-01-09,17.0
2018-01-10,34.0
2018-01-11,34.0
2018-01-12,18.0
2018-01-13,0.0
2018-01-14,0.0
2018-01-15,0.0
2018-01-16,0.0
2018-01-17,17.0
2018-01-18,50.0
2018-01-19,0.0
2018-01-20,19.0
2018-01-21,0.0
2018-01-22,0.0
2018-01-23,17.0
2018-01-24,16.0
2018-01-25,33.0
2018-01-26,53.0
2018-01-27,19.0
2018-01-28,19.0
2018-01-29,33.0
2018-01-30,100.0
2018-01-31,49.0
2018-02-01,33.0
2018-02-02,0.0
2018-02-03,0.0
2018-02-04,0.0
2018-02-05,50.0
2018-02-06,33.0
2018-02-07,0.0
2018-02-08,51.0
2018-02-09,0.0
2018-02-10,0.0
2018-02-11,19.0
2018-02-12,50.0
2018-02-13,0.0
2018-02-14,0.0
2018-02-15,17.0
2018-02-16,18.0
2018-02-17,0.0
2018-02-18,0.0
2018-02-19,0.0
2018-02-20,33.0
2018-02-21,33.0
2018-02-22,17.0
2018-02-23,35.0
2018-02-24,0.0
2018-02-25,0.0
2018-02-26,17.0
2018-02-27,16.0
2018-02-28,16.0
2018-03-01,0.0
2018-03-02,0.0
2018-03-03,0.0
2018-03-04,19.0
2018-03-05,0.0
2018-03-06,16.0
2018-03-07,0.0
2018-03-08,0.0
2018-03-09,34.0
2018-03-10,19.0
2018-03-11,0.0
2018-03-12,0.0
2018-03-13,0.0
2018-03-14,16.0
2018-03-15,0.0
2018-03-16,0.0
2018-03-17,0.0
2018-03-18,0.0
2018-03-19,0.0
2018-03-20,0.0
2018-03-21,0.0
2018-03-22,0.0
2018-03-23,0.0
2018-03-24,0.0
2018-03-25,0.0
2018-03-26,0.0
2018-03-27,0.0
2018-03-28,17.0
2018-03-29,35.0
2018-03-30,19.0
2018-03-31,0.0
2018-04-01,20.0
2018-04-02,35.0
2018-04-03,17.0
2018-04-04,0.0
2018-04-05,0.0
2018-04-06,35.0
2018-04-07,19.0
2018-04-08,0.0
2018-04-09,17.0
2018-04-10,16.0
2018-04-11,0.0
2018-04-12,17.0
2018-04-13,17.0
2018-04-14,0.0
2018-04-15,19.0
2018-04-16,0.0
2018-04-17,49.0
2018-04-18,17.0
2018-04-19,0.0
2018-04-20,18.0
2018-04-21,0.0
2018-04-22,0.0
2018-04-23,0.0
2018-04-24,16.0
2018-04-25,17.0
